text,label
kürt savun diye kahpe soy ermen tohum hami anne han var,1
gümüşhane yaşam belirti,1
sertifika veril söylen peki sertifika hangi bölüm hoca verecek muhtemelen kendi iç olacak ihanet,0
anlatım bil arkadaş içim yangın yer gün oldu beybaba toprak koyalı dua etmek başka bir yap,0
dış küffar zaman yol sapan ayır ol amaç kurulan yıkmak dolayısıyla zamanlama saat saat dur bun baz almak fayda var,1
yap isteyerek yap yine ol yine yap,0
ön el atalım,0
bin yak mezun bin yak aile olarak bir hayal kırıklık yaşamak iste lütfen biz unut,0
allah bela ver biz alman rezil et gram siktiğimin futbol,1
türk kürt kürt ermen döl kürt kürt biz itler leş ol mahkum leş sürü telef,1
şöyle bir maniti ol be,0
kalbı gerek parça kaçmadan geri,0
sınıf bir çocuk var konuş sade gül mi dedikodu yap gel mi biri laf ata gel kafa,0
belkide eleştiri yapan kişi den birisi stadyum üçlü çek men yer bırakıp git yol açık ol kendi iyi davran,0
şube batıran aysal gel şimdi sponsor kaça,1
mars var biz mars,0
şua kafa güzel olmama saç mesela,0
ben sevmek sebep ihtiyaç yok,0
maaşlı trol millet salak enayi san yuna rum tohum,1
fitopatoloji hizipçi ağı ot nefis muhasebe gazaplandır,0
ben ne gör ne üzül bil şey sonunda gönül varlık bende al allah,0
ha gayret himmet ağabey hafta kal başarı dile,0
allah razı ol abi can siz bura görme sabırsızlık açık ol inşallah,0
herkes tarafından kandırılan birileri oy verecek,1
propaganda çıplaklaş yarış çağdaşlık ad meşrulaştırılma çalınan iman ahlak nesil avuç arası yitirilen eylül leyla ufuk böyle böyle bilinmeli böyle işlen anlatılmalı,0
genel başkan kemal cumhurbaşkanı aday muharrem olduk açıkla mayıs,0
fizik ödev yap gerek ben ideal tipi olduk duyu yap,0
be amına koyduk mağaza çalışan çoğu üniversite öğrenci harçlık çıkar çalışan siz düşünen genç yor millet,1
hani eski konuşma,0
haber ol avrupa kupa ülke kattık puan fazla eksi düşür ülke puan ben de avrupa de,0
sevdik huzurlu ol,0
ingil diğeri iki amerikan köpek dişli kırılmadan çark dön devam eder,1
şimdi hayat ister çiçek gel isterse vur geç,0
terorist baş zaman beri oldu soytarı,1
hocalı aka kan sus zaten ermen fransız rus hocalı hayat kaybeden kardeş allah tan rahmet dile yardım bütün kardeş intikam alacak vahşi soykırım unut unuttur,1
gir olacak ön geleni ele,0
ermeni bir millet olarak yeryüzü silmedik gelecek ben alkışla lanetle de emir timur lanetli sen keşke bir tane ermen bırak,1
ben keyfı sinir acayip bozuk,0
bun sonra adam göre bela sikerim,1
mevsim suç yok yokluk soğuk be güzel,0
millet sınıf kal yanlış doğru çıkan soru bir gör acayip zor yıl aldık para caba,0
hayat devam edebilmek geçmiş unutmak gerek,0
gün kadar çalış kes atan sade gün atlat,0
amına koduğumun ruh hali kurtul türlü,1
suriyeli şerefsiz al polis merak et,1
umar çocuk bir foto falan ata,0
gerçekten sınır aş terbiyesiz kadar sevili mi siz hadsiz yorum maruz kaldık hal özgüven bir kaybet kadın deli yetenekli başka şey uyuz olup kadın yetenek laf et,1
bayan aile on düşün kadar aklı bir mahlukat adam şerefsiz desen ahlaksız desen de kelime kadar büyük ahlaksızlık tanımla bir aile yetişmiş anlamak mümkün değil hanımefendi olay peşin bırak,1
amına koyduk oğuzhan denilen hanım evlat görmek usan,1
aynen yaz seyirci yeter hikaye önemli tabi bir tabi ben yerine star iste tek dizi asi dizi izle,0
hakkında yorum dış kötü transfer yap adam güya soy davranıl falan bunlar getir avrupa bir vasıf olmayan,0
insan kafa kafa boz,0
peki güvensizlik verdik acın beden işledik sızı duygu uyuşturduk acı hiçbir şey geçiremeyecek bile,0
ip bunlar hristiyan yahudi küreselci birer piyon dur bunlar türkiye siyasi parti değil inan,1
gavur döl inat hoca şafi isim celil şifa nasip eyle,1
yazın direk dolandırıcı tamamlı,1
osmaniye ünlü olan fıstık,0
arkadaş buluş amaç bile ders çalışmak olan bir eşit ağırlık öğrenci evet yat arkadaş yıkık olduğunda,0
mutlu san değil,0
öte git gerçekleş güzel olur olmaz birazcık bari saygı lütfen,0
lan kaos çık olay baş yok son yok herkes bir şey bahset anla çalış garip garip,0
fatih sultan tekke zaman gelince ait yer geri dön,1
ülke onlar art milyonlarca yürek var,0
ön adam ol ahlaksız kıbrıs ülke yüzler şehit verdi ora küçümse başbakan iste program yap çak bahçeli,1
kardeş ona dokun çevre sorun çık söyle işte dünya de tehlike de ben şanslı olan de de bit artık avrupa düşmanlık arap sevicilik,1
arkadaş işe girdi gireli bira ısmarla zaman gel cevap ver üzücü,0
yeni takip ata,0
öldür lan hayvan kaltak karı boy boya gir sana,1
işte geç gülüm içim içim sabah ayaz kalbı karlı içim içim dem artık çıkmaz oldu gün iş içinde pay ister yüzüm sen içim içinde siyah bir avlu tam orta yalın ayak can can yakmak iste can yak,0
kaymak nefret et gel lap,0
taraftar iş düş abi oyna süre al oyuncu yük bin allah yardımcı ol yak geçecek maç,0
seci önce alım mağdur olduk bile ses kayıtsız inan,0
bebek bende yakışıklı amk,1
demek mekan sahip geri gel,0
herkes kendi üzül kendi imtihan oldu güzel yer,0
genel geç gel site yazan tarih gelmeyecek düşün iptal et para geri gönder,0
belediye bir kadro belediye adi mahkum bit kadro belediye kadro iste,0
kırmızı saçlı elim orhan pamuk kitap alıp bitiremeyen ayıpla böyle işte kitap kısa anlatım dil şimdilik orhan pamuk okuyamayan on numara,0
diye kız biseyle yapmak gün gün biriktirdik para telefon konuşma bul be,1
bir ton rüya çıtırda sen kar yağmadan ön başka kar yağdık sonra bambaşka buluğ çağ kuşlar zaptet sonra yer sabahları binlerce söyle söyleyecek biz anlamayacak bir şey,0
doğru yazamayan evrim maymun yine millet salak de şizofrenlik seviye,1
gece gece izleyip gaza gelip ye basmak,0
ben çağ et kemik nefret et anne git ağlama aldık son nefes kadar unut kulak çın allah binlerce bela ver,1
bit kara çarşaflı ayrı bunlar gına gel bide çık yüzsüz açıkla büyüt besle bunlar baş bela oldu,1
türk ad soyadı ermen mahalle salyangoz sat girişim sonuncu bir yiğit gel vatan asıl müsvedde olduk tekrar hatırlat,1
gelecek çalan tefeci el teslim ede utanmaz hırsız şerefsizler otopark fare el geleni art koy hain piç kuru sefer kaçacak otopark bile bula,1
silmek mi şaşır,0
tarikatsız türkiye olmaz cumhuriyet devrim yuna işgal benzet,1
baba oğul nesil bunlar abi,0
devreden tarife kalan kullanım yerine ön tarife dakika kullanıl böyle saçmalık bir sonraki aya devret,0
gel gel ay oldu puan yan psikoloji bozul yıl ders boşa çalış,0
bu ortada çalacak para kalmayınca hırsız şerefsizlerin sayı olunca paylaşım kavga çıkma normal durum rusya arası bile ol ülke hırsız soy zaten çoğu rus asıllı yahudi hristiyan hain hırsız sinsi kripto,1
allah tatil bey,0
kasap engel engel bitir göz göre göre etçi el geç,0
yenerek ayrıl fark yeme iste fark yedir den yiyen puan kayıp meşruiyet kazan uyumadan takip maç anır benze çağır maç,1
göz yaş,0
idol dans et ant kadar eksik,0
değerli hoca insan umut öte yok olumlu yad olumsuz artık iki çift kelam etmen saygı,0
cem götüne bir kız biraz salak kabul et,1
can ben kalbı kadar heyecan fazla,0
herkes takip etmeme şua,0
coğrafya yarın okul bak al yarım saat çalış,0
hayat nezaket kadar etkileyici var,0
nefes beyaz mont,0
ara gerizekali biz diyerek trabzon derece durum,1
kal yine bol gol yer net,0
ister yurt ister yurt basari ol,0
boşluk kendi kendi içim kaybedebil kadar büyük,0
hala beraber diye şerefsiz aşağılık karaktersiz ağız ishal olmuş piçler kardeş yayınladık yavuz başkan şerefsiz verdik cevap kapak ol gidi su,1
erkek tek kelime cevap,1
düzenli spor yapan dönem spor yapmayan göre rahat net,0
siz üzmek iste engelleyin git ben,0
nice meet cevap,0
cevap bayrak vatan ezan atatürk seçmen böyle,1
pis skor üst tempo düş direk tercih eder canlı üst alacak haklı atan razı yiyen ümitsiz,0
beşiktaş ad anmadan ön ağız giren çıkar,1
anlayışlı kocan var sen sen değil koca iste bir kadın teklif etmek kolay önemli olan kadın koca istemek ben sen koca iste illa sex değil tanışmak samimi dostluk kurmak hoş git ilişki ben yatak saygı sevgile,1
takım ol bile sev çar,0
geçmiş ol bide ön al,0
moruk artık falan paylaşıp manita yap ben anla,0
mi mi,0
met han ordu arap gericilik teslim olamaz,1
yine izdiham sırasında adam etraf birlikte bin otobüs şeyh görünce bun atlayıp ense çek geri dur ben bin anlatı komik,0
hüseyin bey milyon anladık millet değer alaka olmayan kampanya dahil olacak demek ney nesi,0
ömür vakit namaz kıl de hesap yine tut bir yıl cuma namaz var diğer sene git,0
of ben kızgın kırgın hemen yumuşa böyle olma şart cidden,0
amina kodugumun hala evrim olay de evet evrim olay biri yüzünden evrim olay defolu gidi be,1
türk sevgili kürt öğreti asimile edin onlar,0
burs paylaşan eleştiren bir fark olduk san ben dahil,0
binali yıldırım seçim reklam ben diye amca bul ben sen alacak var,0
berber fena değil konuş sabır siz,0
ön pazar gel ülke ekonomi hakkında konuşmak iste,0
iste sade sessiz ol yeni uyut acılarım,0
bende sana zarar gel diye korkul,0
zaten olma gereken yapma zaman bırak tahminı,0
gez resmen,0
dün kadar yalakalık yapan bugün bok ata beyinsiz insan amk,1
kadın dua et ben sen yıl bir gör yoksa dil boğaz sokma iyi bilir,1
uyan uyan çocuk görmek ben mutlu et,0
yine oluş bir yer peki iç yahudi uşak onlar tohum demek lazım zaman münafık şer muhafaza buyur,1
cemaat menzil cemaat hükumet destekle karar al bunlar problem,0
sabaha doğru yol al bulun sabahla özel açık bek siz,0
mutluluk sade,0
hastane çaresiz biçim öl koru tabii sağlık sistem bak şimdi ev öldürmek kurtar sen laf etmen değ mi olacak hisset,0
destek laf bilen olmaz zaman bilgi ol yeter,0
amk kadar düşman yuna tohum kudur,1
var güçlü kanadalı,0
tamam patoz kaçak seri bir at gücü sınırlı ben rakip geçebilecek inan isteyen yaz,0
parti gün toplantı çıkış aynı ev kaldık yak arkadaş kanka de başkan kanka yok diyecek azar kay,0
san ya,0
diye arkadaş bitki acı hisset kurbanlık statü hayvan bitki katliam yap otobur canlı diş yapı düz etobur hayvan diş yapı sivri iki diş bulun biz et otobur yap,0
insan parmak ısırarak kamera bakıp fotoğraf çekil bir düşünce kapılabil çöz asla çöz,0
sayın özet ön gazeteci spor merkezı araba nere park edecek gazeteci burası ben yerim deyip spor salon ön park yap,0
bahar gel ülke demokrasi kazan,0
var devreden çık kardeş gol güme git verecek hesap,0
peki saray ye ye vatan izin verdi söyle zaman vekil,0
hangi tarih kurul gerizekalı,1
hoca bursa eskişehir bağla sade soru,0
döner bile ev sön,0
böyle dedik yer gel ben izle sıkılı ben yok al kupa göz sok deri yunanistan bun de avcı deri strateji sanat çek otobüs elbet ata,0
lig hafta rom hakem tarafından resmen doğran seneye masa baş kaybetmemek maç çıkmama karar al,0
şerefsizlik vücut bul hali gör izleyin,1
etkileşim şey yap bunlar hayat falan,0
amerikalı ingil fransız soykırımcı i̇ran köpek emret yeme savaş bit dedik ne,1
yanında olduk zaman değer bil değer bildik gün ben yanında bula necip fazıl,0
bana bayram hediye vere ol sen rica et,0
gökyüzü bakmayan kalbı kirlen,0
kendi kendi eyvallah masa kalk,0
şey güzel,0
allah çarp biz yaşlı beyinsiz amk,1
biri allah beyinsiz bugün solla azıcık aklı çalış bak ay yemin sinir harbi burası hep hayat içinde yaşa tamam aq şey bile izle dünya yönet san kendi,1
baba benzemek ol san yaptık yemek enfes olunca rakı uyum bakmadan iki çay bardak çak,0
tez zaman hoca kavuşma nasip et inşallah,0
akrep sok bende onlar yabancı onbir bin al baba haklı,0
yap devam eder ustura vur kafa boyun,0
kavga yakından takip bana göre bunlar izleyen ilkokullu hadi bak,0
bunlar kürt değil bunlar gavur anadolu böl kalkan ermen bozma kardeşlik ırk değil iman etmek alakalı olduk hesap et,1
gece kayan bütün yıldız dilek sen için,0
konya kayıp olan yaş suriyeli arap fuhuş çete tarafından kaçırıldık ortay çıktı de suriyeli,1
vicdan bilmeyen bir insan acı,0
gün patates yemeyerek ayva yedir onlar,0
tek güvence allah başka hiçbir güvence şair rahmet saygı an şair şiir yaşamak,0
sıfır uyku işe gidice olan yine sen kadar ol,0
olur ol kadar şanssız ol içinde ümit bit hayat güzel yaşa değer biz verilen dünya yaşa,0
ayrı yusuf pozisyon sonra git de sarı kart,1
iktidar oğul halk siz iktidar ver mi gavur oğul gavur siz gidi iktidar ara,1
seçim zindan direnen rehine direnen halka adına rüştü yeniden ispat edecek umut gelecek taşıyacak bir seçim hiçbir düzen parti destek vermeden almadan kendi öz gücü hareket etmeli,0
aile bakan yasal sonuç aile pozitif ayrımcılık zulüm dönüş kadın ayrımcılık erkek intihar sürükle ömür boy nafaka sonuç nice aile yıkıl kurula ülke olarak mükemmel içeri rezalet,0
fesli kadir sen yalnız arkadaş artık seviye biraz arttır bunlar,1
ben falan at gör görmez mi gelir bil verecek cevap merak et an,0
palyaço fobi başlatan fotoğraf bul diye çocuk benze tipi aq yazık bana,1
insan ol olur tüken,0
beslen kadar berbat türk kahve beraber kola iç kilo al çöp şey ye artık avokado brokoli dön vakit gel siktir git artık hayat,1
sen bana ön ofsayt olur on anlat bakım emreci adam stoper la,0
hayat boyun başka şampuan kullan saç krem yok üzül ay kadar mutlu duş sonra yaşasın artık krem var tekrar tekrar sevin,0
büyük aşk konyaspor biz soğut allah bildik yap bunlar arap inşallah yönetim yer el ele git şehir,1
olacak ol dedik sonra olan katlanamamak,0
destekledik doğrusu ben destekleyen tek politik görüş sütyen yerinde tespit olmuş,0
geç kal bazen kendi,0
bugün öğren allah geç olmadan öğren,0
dolar olduk kabul aksi söyleyen vatan hain,1
kimi allah var ona var kimi yoksa ona hiç not is at al,0
dünya sekizinci harika davetkar misafirperver,0
semiha yıldırım el öpülesi vefa abide bir eş bir anne levent ağız ishal olmuş beyin yosunlaş karakter çürü insanlık nasip al,1
arap tarih boyun biz bir yararlı dokun üstüne arap levha biz levha altın dalıp baskı oluştur saye deprem ol,1
git artık oraya yer yine git,0
artık vicdan bir şey kal anlaşılan sor bir kar kış git ankara ön ömür hiçbir miting toplantı git birçok insan git toplantı çocuk gelecek ol ayıp günah bile,1
durum yar dedik ara yara sar yaz mi,0
tatlı düşünüp güzel olacak,0
ser huzurlu anani mi siktiler güzel huzurlu mal herif,1
severek aşk hasret mutlu olur yeniden,0
beraber aynı hava soluduk bitki,0
öyle utan kanka,0
forvet ağla anlaşılan yanın bir adam stoper,0
ilk konser gidebil böbrek para bilet olmaz,0
kadar salak belge yayınladık yalancı kağıt parça nü general fotoğraf koy,1
böyle söyle kalbı kırıl karşı taraf düşünen insan merhamet sars dünya,0
eskiden kaybetmek korktuk insan var şimdi ol olur ol olur dedik oldu,0
ol güzel şey küs lütfen resim kadar muazzam bir iyileştir bil ben müzik bile kadar değil bittik göreli lütfen,0
hasa ali teklif gel mi,0
ben at konuş yet kaç gün muhabbet edeli,0
koca plan yap hevesli hevesli git yemek biz sabah yemek soru soruca çocuk ben on unut ilgili baba annelik hakkında kitap çıkartıca,0
ol asker üs altın,0
sene kaçlı başla üniversite birazcık onlar yaşıt zannedil,0
ali eren yeniden aday oldu,0
vatan bölünmez bir bütün parçalan al al baş al ermen piç,1
gel ben varım diyenler kal buhar olup uç,0
kapı kitleme unut sonra sel suçlu,0
olacak ol dedik sonra olan kaldıramamak,0
anne durum se olmak korku,0
pkk terörist yalakalık yapan kopya ekrem torun yuna bozma aş ever gereken yapıl türkiye i̇stanbul yazık,1
resmen kız göm yazdık sonra ünlü oluş,0
an oval ofis viski doldur puro yak koduğumun çinli iş bir geç kafa yarasa şeklı atom bomba atacak volta ata,1
şimdi sen küfür edeli koçu nasılsa sen tanı,0
atatürk öldüğünde bir gazeteci sor büyük adam hakkında bir oyun yaz de ben şerefsiz bir i̇ngiliz türk kıskan böyle bir lider çıkar,1
hatırla olur fesat nazar mustafa asiye arası boz çalışan buy nefes şizofren diye buy dayak nefes sevdalı oldu,1
akşam bir viski al biraz kafa çek de izmirli bir arkadaş gel iç başla ben bir kadeh içince kadar kız içki yarım et girip çıkınca kadar şişe bit dip bir bardak bırak sonra sız bun sikiş hadi ölü yat,1
fethiye stres var deniz karpuz hava erkenden klima tekli gir stres yap,0
böyle olunca ürün maliyet art maliyet artın satış ol satış olmayınca işçi çıkarılmak zorun kalın son had gelen bat,0
koltuk alt pastırma koy avradını siktigimin kız koku,1
beraber yaptır indirim yap,0
eskiden dangalak laf anlat çalış şimdi hemen engelli,1
selam transfer gelir ersun tut bilir be olur galatasaray forvet olur,0
iyi ben ciddi fikir beyan et fikir belirt platform ben sayfa,0
çık çık dikkat et kendi bura görüş,0
erken açıklanma herkes faydalı olacak,0
yazık vatan sevda ön sevda geç farklı bir versiyon gör ol,0
adam jilet reklam çık bana jilet dayan de adam sonraki sahne sinek kayıt ol yüz hala sakallı sana direkt giyotin vereli aq,1
sana söz boncuk,0
bambaşka yer git ant kalkıp ona giden yol sardık yara yeniden tırnak uç hissetmen boktan,0
kız günah ada yalnız bırak hele gece,0
mısır tarafından ulusalcı kullanarak işgal edildik gayet açık anlat siyah papa casus sultan hami attık iftira gavur bile yap yediler bitir kin din,1
oturmuş murat dinleyip yusuf gözyaşı dök azar yedi sayın,0
ula bular ula siz zati bula hala ha mangal,0
arkadaş yaz okul kal can sıkılı de yaz okul kal de baş ağrı de yaz okul kal de staj git yol de yaz okul kal de yarın artık arkadaş olmak iste bak,0
tehlikesiz yaşamak isteyen intihar et atsız,0
danışta karar hükumet rağmen verebilecek sananlar ney beslen hakim olmayan düğme ilikli kal reis söz dış çıkacak,1
annenin foto at ona göre iki sikerim,1
siz kadar siz kadar mütevazi bir başbakan zor bulun geri gerçekten hoş bir seda bırak başbakan yıldırım,0
mi cümle den hayırlı gece,0
darı biz artık,0
uzun zaman bekledik din arası huzur diyalog bir foto,0
uğurca çakır bile et boş yapan tayfa siktir ol git aq trabzonlu trabzonsporlu çocuk üst seviye takım kaleci olabil nokta kimse bok at kıskanan götüne karadeniz hamsi sokabil,1
yuvarlayıvermek merkez sünger taşı halk günü,0
trol olduk hali belli buzlu çikolata,0
zaman grup sattık albüm sayı izlen sayı liste konum değil üye sever siz biraz ciddi alabil bile imkansız,0
bak yine galatasaray uğraş düzen içeri galatasaray var olduk süreç siz rahat yok merak et,0
bir şarkı kendi bıktırmadan dinletebil,0
aşk başlı baş güzel bir olabilir arkadaşlık yüksek duygu ister doğrusu yeryüzü sadık arkadaş soylu bulun bir bil,0
olağanüstü hale davet et anıl ay yaşadık haksızlık başarı mücadele anlatan video içerik paylaş herkes yolum,0
ben oda perde kendi kendi hareket edebil perde bile kendi kendi yetebil can perde,0
gönderdik vekil başla,0
hayat kısa bir film önemli olan kısacık zannettik dolu dolu kocaman şey sığdırdık zaman anlamlı ol sonra kocaman bir geri kalan tatlı,0
san iki yeryüzü ancak birbiri var iki san tek kişilik bir yalnızlık bile rahat sığ yanıl kadın sarp,0
eskişehir gel bir de bari bir,0
basari mis,0
hayat büyük zevk başkası yap yapmak,0
cumhur ittifak ortak sorarak söyle söz devlet hilafet lider halife göre adam milli düşman buna rağmen yalan siyaset göre göre yalan söyle,1
evlat çoğu erkek ten cesur ihanet öz ermen çete kürt sömüren karşı çıkan anne millet olarak siz,1
yıl bozuk amaç soy suç din ideoloji toplumsal değer saklayıp aldatan rus yönetim eyalet devlet hükumet türk,1
saat geç oldu öl artık,0
diğer siyasi parti uğraşmak yerine keşke millet el birlik edip hizmet edebil oy kullanarak ülke sorun çözül hele sorun görmez gelmek ciddi problem yol aç ekonomi komple bitik mutsuz,0
geç abi merak et yine bahar gelecek,0
küfret küfret küfret küfret küfret küfret küfret küfret küfret küfret küfret telefon çal arayan numara yok salak telefon özel kapatıl allah,1
alkol sonra i̇ngiliz insan irite edici amina evin renkli televizyon gece ay bak ingil prens pezevenk,1
albay siz aq,1
erdoğan sağ kol olmuş hangi hakim katil kan duş kahpe oy vere itet oy ver demek,1
temmuz tiyatro diye bir kadın sanatçı,1
erkek kısım büyük yaz gurur duy erkek olmak egemenlik el alın ödün kop es kaza bir gün boşan binbir emek kazandık para nafaka olarak git haksızlık olur sana değil mi,0
mutlu olacak onca sebep var aklı mutsuz olacak şey takılı kal,0
öde ücret emeklilik maaş talep sade ini karşılanma biz sustur,0
tarihçi hokkabaz amk evlat türkiye cumhuriyet kurucu gazi mustafa kemal atatürk şerefsizce iftira atan hain ede soy belirsiz şuursuz hain pic geber diyecek,1
kök gelen derlemek biriktirmek yığmak biriktirip dağıtmak anlatmak açıklamak izah etmek nakletmek araştırmak soruşturmak incelemek manas gelir,0
evet zaten ordu polis meşruiyet var yeni bir aparat ekleme gerek yok,0
yazmadan yaz yazmadan yaz yazmadan yaz,0
sağol can ben bende bunlar cahil,0
sen düşündükçe gül dik elim değdik yer at su ver bir sev dağ,0
akil sade hal aptal yerine koy gerizekali muamele yap,1
yanlış,0
yine hava soğu hadi yine iyi,0
say sene aldık kaleci kaleci mi san yoksa,0
lan ben yaptık hareket değil mi,0
türkiye ilerle baş kaldır türkiye halk birbiri düşman ol hala kürt pkk bir ermen kuruluş son olay siz ayıktır siz ermeni bir fark yok demek,1
sandık memur tutuklan öyle bir gör,0
yok üz fikrı yaz bende fikrı söyle tekrar eder,0
abi bir kal kademe sana zahmet kapanış ol inşallah,0
atatürk gel geçmiş büyük türkçü türk milliyetçi atatürk adeta bir türklük dehşet saç arap emperyalist atatürkçü atatürk özellik iyi bilir,1
sosyoloji oku an fındık bahçe kazı oku zaman lan ben iş yok,0
şey olucak ol saat kal herhalde,0
ağırlık sana ağır,0
sağım dolu puşt solum dolu puşt,1
geçmez de geç zaman geç sorun geçme değil zaman içeri sen ne aldık gülüş al mesela mutluluk al herkes geç bilir geç ne götür sen kimse bil,0
kimse başka biri sırt yuk,0
anne ezan okun gıybet et öyle denk gel,0
kadın erkek tanımak uzman olun sayın gevşek ilişki sahip,1
bir çağ insan içinde yaşa kadar şuursuz ol ben aklı al,0
herkes kendi göt yalayan bir şerefsiz mi san iste koy sen bir maymun tipli ilgilendir,1
sanal seks rahatlamak isteyen,0
milyon lira yakin mal siz et anlaşılan,0
vay aq suriyeli bağır basan millet kendi kardeş kapı göster öyle mi siz zihniyet ski,1
sade tırnak kes parmak hisset şua,0
terlik yüzey gerili bakımından aşındırıcı olur insan şirret aracısız vermek ister,0
evet sıkılı diş tel tatil dönüş iş çıkar ağız burun getir olmaz,0
bu savaş rum yahudi kürt lider kürt türk türkmen devşir kürt ayrı yahudi gürcü türk baş türk pkk hristiyan terör örgüt kürt alfabe rusya anlayan,1
günaydın mutlu sabah hayırlı huzurlu mutlu güzel gün dile,0
be in bildirim aç sonra tekrar yollu kişisel açık olunca kere ol,1
ulan bir insan gel farklı farklı ırk var tane kan gurup var bunlar kardeş kardeş mi çoğal din çıkıca sonunda tövbe tövbe,0
kardeş ben yapay kullanan olarak,0
kişi toplam maliyet yıllık milyon milyar yıllık masraf yazık,0
bağır forma kutsal nasip olmaz yakında tribün taraftar gel ceza verecek,0
helal ol be norveç sabaha karşı gel öğlen kahvaltı masaj koşu akşam üst saat taktik idman akşam yemek şov yatış ertesi gün maç teşekkür amına soktuk,1
ulan anarşist kafalı gavur saldır düşman diren bir düş de yakında özerklik kurtuluş günü talep eder siz yer okul değil silivri,1
hele rum dönme bak,1
ücretsiz grup girip kazanmak son kişi mesaj at bugün bomba gel,0
favori striptizci giyin,0
virüs biz tam gün şimdi türkiye kadar deme normal asıl vaka artış iki hafta sonra olacak yüzde gün kuralı önemli velhasıl kelam otur koduğumun evin,1
ev kedi konu görüş davranış merak et,0
yaşanan vahşet yürek dağla devam et cumhurbaşkanı yardımcı fuat oktay hocalı katliam ermen zulüm kurban giden şehit ant,1
bir kişi ol çocuk olur,1
astroloji video metin çıkar ant,0
kürt arap araplaş türk cumhuriyet son yıl suriyeli gürcü yık uğraş ermeni rum kürt peki gün dün asalak baş bela edenler,1
burun vur değil mi yine,0
birazdan özel bir liste yap bildirim iyi bak,0
gül kısık kısık öyle güzel ol,0
bir bir,1
bana göre korunan telif dünyada eşitsizlik büyük neden açık kod devlet destekleme gereken önemli alan,0
onlar ne atatürk kendi bile olduk,1
yine bir fragman biz film beklemek zorun bırak ilk bayağı kötü film güzel yap fragman böyle kötü lanse et,0
oran arkadaş fazla anlat gerek yok,0
hesap değil bende bura terk eder,0
atamadan sürdüremeyen görmek iste hele bir onlar destekleyen aciz mallar onlar ayrı,1
yaş yapacak bil kalbı çıkacak şarkı söyleme iste öğretmen sev öğretmen ayrı bir konu,0
ölü balık bak etraf,0
ben ev kari izli işte öyle,0
ara kal ezik arap model böyle,1
arkadaş bulup vakit geçiren anne sen bulamayan ben,0
sevmedik yemek bile hoş git başlı ilginç,0
ben şimdi biraz yap yapay,0
zaten bakan den et saman hayvan ithalet ülke et bura,0
edecek ol kes tam düş yaşa gerektik bul hayat bir miktar kırgın,0
tabi ben dinlicek yaz mk mal kadar fazla,1
kartal şube birim kadar rezil bir hizmet gör bugün kadar gün içeri montaj yapıl denilen ürün gün bekli gün ev boşuna bekle an saat telefon bakan yok aksiyon alman rica,1
bana lazım kıllı am,1
koca sınıf soru yanlış yapan tek kişi,0
kar zaman yağma düşün kardeş,0
cidden bak psikoloji okumak iste merak et böylesi,0
jenerik sev kuzgun dila kuzgun,0
usta ciddi mis sen izli,0
ayak el kahve dokul an,0
parti alacak karar karşı çalış devam edeceğiz seçim gir deyi sandık baş seçim kurul vazgeçmeme devam edeceğiz başkan söz,0
merhaba hoş bir gün değil mi sizce,0
gerçekten ülke demokrasi var ben hiçbir bil ön millet vatan deyip kendi millet kandır sen iş olmuş artık hile baş geçmek dinı ön sürü seferı peki yaptık allah korku yok sen,1
savunduk parti şua akp düş altın yatmadık girmedik pkk komünist ateist ajan hain piç kal zira kimi ses siz çıktı,1
burada bir millet kurtuluş hazırlayan karar veril mustafa kemal atatürk,0
aynen avrupa kupa dahi tehlike maalesef,0
kız takıl,0
mi,0
türk halk türkiye halk ney,0
düşün zaten bir görümce olmadık aklı gel,0
üret taşı çıkar ameliyat olmuş geçmiş ol,0
türkiye suriyeli türk öğrenci,1
yap peki takım arkadaş desteklemedik iddia et merve iki sembol oyun destekle sen şikayet dile getir doğal,0
kask takıp zafer meydan gez ev sıkıl,0
baş ağrı de beyin ağrı artık kaldır anlam ağrı,0
asi olmak falan uğraş yaş sonra üşen,0
iste yeni heyecan duy ben,0
evlen git göbek at herhalde hoca,0
ay gün an sultan iyi gel,0
işte ben engelle ona yaz sana at,0
sen siktir git başka yer ağla amk mali sen geçmiş klavye baş yıl yapılan sistem karşı söyleyebilecek hiçbir somut yok çık hangi tür yok ol de siktir gitt araş,1
zaman devletçi oldu ben haber ol,0
sana aile lanet ol sen yahudi şemsiye in altın çık çık milyon birden neyse geri yüce türk millet bırak,1
başörtülü arkadaş örtü ödünç alıp resim çekil zilli yapmamak lazım müstehcen türbanlı resmı popüler oldu internet,1
doğum günü ikiz resmı çiz amk salak iki bir oda gel siktir git sürpriz yap aq,1
maça çık gerek yok konya kazandır it kart kurtul,1
görünmezlik pelerin bulunca felsefe taşın peşin düşen beyinsiz amk gir karı kız oda,1
son zaman bir kadın sev öyle öp sarıl uyu falan değil son zaman bir kadın gerçekten sev,0
can ben toto yanında,0
yarın bir pike hafif ıslatıp biraz buzdolabı beklettik sonra dene istedik etki alacak emin adana mevsim insan üstüne mi örtül abi dua et yenge gece sana sapla,0
dişi çek mi sor hele diğeri,0
deplasman ders çıkar aq,1
tamam haklı terör örgüt olduk kes olan kayyum mücadele araç değil amaç ol,0
tam ben sergile duruş,0
sen güzel yürek sever ben,0
yazdığında yazdık önemli ben tek kelime densiz,1
